customer_id,customer_name,email,region,city,signup_date,segment
C000094,Rahul Roy,c000094@mail.com,South,Chennai,2024-10-02,Home Office
C000095,Anaya Patel,c000095@mail.com,South,Hyderabad,2024-12-10,Home Office
C000096,Pooja Mehta,c000096@mail.com,East,Bhubaneswar,2022-06-22,Consumer
C000097,Nitya Sharma,c000097@mail.com,South,Hyderabad,2024-05-18,Consumer
C000098,Aarav Nair,c000098@mail.com,North,Jaipur,2022-06-19,Home Office
C000099,Saanvi Singh,c000099@mail.com,North,Jaipur,2025-02-06,Consumer
C000100,Kiara Roy,c000100@mail.com,Central,Nagpur,2024-01-25,Consumer
C000101,Aditya Bhat,c000101@mail.com,Central,Indore,2022-08-20,Consumer
C000102,Arjun Nair,c000102@mail.com,West,Pune,2022-12-18,Consumer
C000103,Kiara Bhat,c000103@mail.com,South,Hyderabad,2024-12-10,Consumer
C000104,Nikhil Malhotra,c000104@mail.com,Central,Nagpur,2024-02-13,Corporate
C000105,Nikhil Jain,c000105@mail.com,West,Pune,2022-10-03,Home Office
C000106,Kiara Chopra,c000106@mail.com,West,Mumbai,2024-09-11,Consumer
C000107,Rahul Patel,c000107@mail.com,South,Chennai,2024-05-11,Corporate
C000108,Rohan Patel,c000108@mail.com,South,Hyderabad,2022-04-03,Consumer
C000109,Riya Patel,c000109@mail.com,North,Delhi,2022-12-06,Consumer
C000110,Tanvi Malhotra,c000110@mail.com,Central,Nagpur,2024-10-10,Consumer
C000111,Riya Mehta,c000111@mail.com,South,Hyderabad,2023-02-25,Consumer
C000112,Rahul Sharma,c000112@mail.com,North,Chandigarh,2022-02-15,Consumer
C000113,Tanvi Malhotra,c000113@mail.com,South,Chennai,2023-12-26,Corporate
C000114,Neha Verma,c000114@mail.com,East,Kolkata,2024-12-14,Consumer
C000115,Neha Singh,c000115@mail.com,North,Jaipur,2023-10-30,Consumer
C000116,Diya Nair,c000116@mail.com,West,Mumbai,2025-03-16,Consumer
C000117,Isha Iyer,c000117@mail.com,West,Mumbai,2022-05-17,Corporate
C000118,Neha Gupta,c000118@mail.com,West,Pune,2024-03-11,Home Office
C000119,Rahul Singh,c000119@mail.com,South,Hyderabad,2024-02-19,Consumer
C000120,Neha Mehta,c000120@mail.com,East,Patna,2025-03-27,Consumer
C000121,Nitya Saxena,c000121@mail.com,East,Patna,2023-09-18,Consumer
C000122,Nitya Bose,c000122@mail.com,West,Pune,2024-09-13,Consumer
C000123,Varun Sharma,c000123@mail.com,North,Chandigarh,2022-06-24,Corporate
C000124,Nikhil Mehta,c000124@mail.com,South,Bengaluru,2022-02-23,Consumer
C000125,Kiara Gupta,c000125@mail.com,North,Jaipur,2024-05-09,Consumer
C000126,Varun Yadav,c000126@mail.com,East,Bhubaneswar,2022-01-05,Consumer
C000127,Rahul Bhat,c000127@mail.com,South,Bengaluru,2024-11-15,Consumer
C000128,Isha Roy,c000128@mail.com,North,Jaipur,2022-01-25,Corporate
C000129,Aarav Mehta,c000129@mail.com,North,Chandigarh,2024-04-06,Consumer
C000130,Tanvi Reddy,c000130@mail.com,East,Kolkata,2023-06-27,Consumer
C000131,Nikhil Iyer,c000131@mail.com,North,Jaipur,2024-02-14,Consumer
C000132,Nitya Saxena,c000132@mail.com,Central,Nagpur,2024-01-19,Corporate
C000133,Neha Gupta,c000133@mail.com,East,Kolkata,2023-06-18,Consumer
C000134,Vivaan Khan,c000134@mail.com,South,,2023-08-01,Consumer
C000135,Arjun Saxena,c000135@mail.com,East,Kolkata,2023-08-28,Corporate
C000136,Tanvi Yadav,c000136@mail.com,North,Jaipur,2024-03-23,Consumer
C000137,Anaya Bhat,c000137@mail.com,Central,Bhopal,2024-05-02,Consumer
C000138,Rahul Saxena,c000138@mail.com,East,Kolkata,2023-06-24,Corporate
C000139,Anaya Nair,c000139@mail.com,West,Mumbai,2023-02-28,Home Office
C000140,Varun Iyer,c000140@mail.com,North,Chandigarh,2022-02-21,Consumer
C000141,Rohan Singh,c000141@mail.com,East,Patna,2024-07-24,Consumer
C000142,Kiara Das,c000142@mail.com,East,Kolkata,2022-09-29,Consumer
C000143,Diya Mehta,c000143@mail.com,Central,Bhopal,2023-06-06,Consumer
C000144,Meera Sharma,c000144@mail.com,East,Kolkata,2025-04-06,Corporate
C000145,Aarav Iyer,c000145@mail.com,East,Kolkata,2024-07-30,Consumer
C000146,Aarav Yadav,c000146@mail.com,South,Hyderabad,2023-02-20,Corporate
C000147,Kabir Reddy,c000147@mail.com,South,Chennai,2023-07-24,Corporate
C000148,Rahul Chopra,c000148@mail.com,East,Patna,2023-01-25,Consumer
C000149,Varun Malhotra,c000149@mail.com,South,Hyderabad,2024-01-22,Consumer
C000150,Vivaan Bose,c000150@mail.com,North,Jaipur,2022-07-03,Consumer
C000151,Tanvi Gupta,c000151@mail.com,West,Mumbai,2025-02-17,Home Office
C000152,Aditya Roy,c000152@mail.com,Central,Bhopal,2025-03-30,Corporate
C000153,Aditya Khan,c000153@mail.com,North,Chandigarh,2022-12-25,Home Office
C000154,Tanvi Jain,c000154@mail.com,East,Patna,2022-10-04,Home Office
C000155,Kabir Saxena,c000155@mail.com,North,Delhi,2023-10-10,Consumer
C000156,Nikhil Malhotra,c000156@mail.com,West,Pune,2024-02-16,Consumer
C000157,Aditya Khan,c000157@mail.com,South,Bengaluru,2024-02-12,Consumer
C000158,Aditya Kulkarni,c000158@mail.com,West,Ahmedabad,2022-02-20,Consumer
C000159,Vivaan Verma,c000159@mail.com,West,Pune,2024-05-03,Consumer
C000160,Kabir Reddy,c000160@mail.com,West,Mumbai,2022-03-21,Consumer
C000161,Pooja Iyer,c000161@mail.com,North,Delhi,2023-02-15,Consumer
C000162,Riya Gupta,c000162@mail.com,Central,Indore,2024-05-10,Corporate
C000163,Saanvi Patel,c000163@mail.com,South,Bengaluru,2024-11-30,Corporate
C000164,Vivaan Khan,c000164@mail.com,North,Jaipur,2024-02-02,Consumer
C000165,Kabir Malhotra,c000165@mail.com,East,Patna,2022-07-11,Consumer
C000166,Rohan Das,c000166@mail.com,South,Bengaluru,2024-03-27,Corporate
C000167,Vivaan Nair,c000167@mail.com,West,Ahmedabad,2022-02-14,Consumer
C000168,Neha Das,c000168@mail.com,West,Mumbai,2022-10-05,Consumer
C000169,Aditya Jain,c000169@mail.com,South,Chennai,2022-05-29,Corporate
C000170,Riya Roy,c000170@mail.com,Central,Bhopal,2025-03-27,Consumer
C000171,Saanvi Khan,c000171@mail.com,South,Bengaluru,2023-03-19,Consumer
C000172,Tanvi Yadav,c000172@mail.com,East,Patna,2023-11-02,Consumer
C000173,Rahul Das,c000173@mail.com,South,Bengaluru,2024-08-06,Consumer
C000174,Rahul Kulkarni,c000174@mail.com,Central,Nagpur,2025-03-09,Consumer
C000175,Aditya Reddy,c000175@mail.com,North,Jaipur,2025-04-09,Consumer
C000176,Pooja Chopra,c000176@mail.com,North,Jaipur,2022-07-17,Home Office
C000177,Kabir Das,c000177@mail.com,South,Bengaluru,2023-04-18,Consumer
C000178,Kiara Iyer,c000178@mail.com,Central,Indore,2023-05-02,Home Office
C000179,Varun Saxena,c000179@mail.com,Central,Bhopal,2024-08-13,Home Office
C000180,Kabir Yadav,c000180@mail.com,West,Pune,2023-02-07,Consumer
C000181,Rohan Khan,c000181@mail.com,Central,Bhopal,2022-10-05,Consumer
C000182,Kabir Singh,c000182@mail.com,Central,Nagpur,2024-06-25,Home Office
C000183,Riya Iyer,c000183@mail.com,East,Kolkata,2023-08-18,Consumer
C000184,Tanvi Reddy,c000184@mail.com,South,Bengaluru,2024-06-16,Consumer
C000185,Kabir Yadav,c000185@mail.com,West,Ahmedabad,2023-04-01,Consumer
C000186,Riya Reddy,c000186@mail.com,West,Pune,2023-08-07,Consumer
C000187,Kiara Bose,c000187@mail.com,South,Hyderabad,2022-01-11,Corporate
C000188,Aditya Kulkarni,c000188@mail.com,North,Delhi,2022-01-20,Consumer
C000189,Nikhil Singh,c000189@mail.com,West,Mumbai,2022-01-01,Consumer
C000190,Nikhil Das,c000190@mail.com,South,Bengaluru,2022-07-30,Corporate
C000191,Nitya Das,c000191@mail.com,Central,Nagpur,2023-02-22,Consumer
C000192,Anaya Verma,c000192@mail.com,South,Hyderabad,2022-03-02,Corporate
C000193,Aarav Iyer,c000193@mail.com,North,Jaipur,2022-07-12,Consumer
C000194,Meera Bose,c000194@mail.com,West,Ahmedabad,2024-10-13,Consumer
C000195,Varun Gupta,c000195@mail.com,North,Jaipur,2024-10-22,Home Office
C000196,Anaya Yadav,c000196@mail.com,North,Chandigarh,2022-12-14,Consumer
C000197,Anaya Jain,c000197@mail.com,East,Bhubaneswar,2025-02-09,Home Office
C000198,Nitya Bose,c000198@mail.com,West,Ahmedabad,2022-05-22,Consumer
C000199,Arjun Jain,c000199@mail.com,North,Delhi,2022-02-07,Corporate
C000200,Rohan Iyer,c000200@mail.com,South,Chennai,2023-03-02,Consumer
C000201,Vivaan Mehta,c000201@mail.com,West,Mumbai,2022-11-14,Corporate
C000202,Kabir Reddy,c000202@mail.com,Central,Bhopal,2022-04-03,Consumer
C000203,Rohan Verma,c000203@mail.com,East,Bhubaneswar,2024-10-13,Consumer
C000204,Kabir Singh,c000204@mail.com,North,Jaipur,2025-03-20,Corporate
C000205,Rahul Mehta,c000205@mail.com,North,Chandigarh,2022-11-21,Home Office
C000206,Anaya Reddy,c000206@mail.com,South,Hyderabad,2023-01-14,Consumer
C000207,Riya Malhotra,c000207@mail.com,North,Jaipur,2024-05-12,Corporate
C000208,Varun Chopra,c000208@mail.com,West,Mumbai,2025-01-24,Consumer
C000209,Diya Singh,c000209@mail.com,North,Jaipur,2022-12-11,Consumer
C000210,Riya Roy,c000210@mail.com,East,Patna,2024-03-30,Consumer
C000211,Riya Mehta,c000211@mail.com,West,Ahmedabad,2022-01-28,Corporate
C000212,Nitya Singh,c000212@mail.com,East,Patna,2023-11-11,Consumer
C000213,Nitya Saxena,c000213@mail.com,North,Delhi,2025-03-30,Home Office
C000214,Pooja Sharma,c000214@mail.com,West,Pune,2023-07-25,Corporate
C000215,Kiara Verma,c000215@mail.com,West,Mumbai,2024-02-09,Consumer
C000216,Meera Chopra,c000216@mail.com,West,Pune,2024-04-04,Home Office
C000217,Varun Bose,c000217@mail.com,North,Jaipur,2024-01-29,Corporate
C000218,Kiara Saxena,c000218@mail.com,North,Chandigarh,2024-04-03,Consumer
C000219,Nikhil Bose,c000219@mail.com,Central,Bhopal,2024-11-30,Consumer
C000220,Neha Malhotra,c000220@mail.com,South,Hyderabad,2022-01-13,Consumer
C000221,Anaya Reddy,c000221@mail.com,South,Hyderabad,2024-11-27,Home Office
C000222,Rahul Mehta,c000222@mail.com,East,Bhubaneswar,2024-12-25,Corporate
C000223,Kiara Bose,c000223@mail.com,West,Mumbai,2024-12-20,Consumer
C000224,Aarav Kulkarni,c000224@mail.com,Central,Bhopal,2023-03-18,Consumer
C000225,Aditya Khan,c000225@mail.com,South,Bengaluru,2023-12-01,Consumer
C000226,Nitya Bhat,c000226@mail.com,Central,Nagpur,2023-02-28,Consumer
C000227,Rohan Nair,c000227@mail.com,North,Chandigarh,2024-10-05,Home Office
C000228,Tanvi Iyer,c000228@mail.com,East,Patna,2023-05-03,Consumer
C000229,Aarav Bhat,c000229@mail.com,East,Kolkata,2023-01-11,Consumer
C000230,Riya Gupta,c000230@mail.com,North,Chandigarh,2024-04-02,Consumer
C000231,Aditya Kulkarni,c000231@mail.com,North,Delhi,2022-03-01,Consumer
C000232,Neha Yadav,c000232@mail.com,South,Bengaluru,2023-03-28,Consumer
C000233,Anaya Malhotra,c000233@mail.com,Central,Nagpur,2022-09-05,Consumer
C000234,Neha Chopra,c000234@mail.com,East,Bhubaneswar,2023-03-25,Home Office
C000235,Tanvi Singh,c000235@mail.com,Central,Indore,2023-06-23,Consumer
C000236,Neha Khan,c000236@mail.com,West,Mumbai,2022-03-18,Corporate
C000237,Rohan Saxena,c000237@mail.com,East,Kolkata,2024-11-03,Consumer
C000238,Anaya Yadav,c000238@mail.com,West,Mumbai,2023-05-15,Consumer
C000239,Varun Sharma,c000239@mail.com,North,Jaipur,2023-03-07,Consumer
C000240,Kiara Verma,c000240@mail.com,North,Jaipur,2022-06-29,Home Office
C000241,Kabir Verma,c000241@mail.com,West,Ahmedabad,2025-04-09,Corporate
C000242,Varun Kulkarni,c000242@mail.com,West,Mumbai,2024-10-23,Home Office
C000243,Aditya Bose,c000243@mail.com,South,Bengaluru,2023-08-02,Consumer
C000244,Neha Khan,c000244@mail.com,East,Kolkata,2023-02-06,Consumer
C000245,Aditya Reddy,c000245@mail.com,East,Bhubaneswar,2023-07-15,Home Office
C000246,Nitya Singh,c000246@mail.com,West,Pune,2025-02-27,Consumer
C000247,Rahul Patel,c000247@mail.com,East,Bhubaneswar,2022-09-23,Consumer
C000248,Nikhil Iyer,c000248@mail.com,South,Hyderabad,2024-04-01,Consumer
C000249,Nitya Sharma,c000249@mail.com,South,Hyderabad,2024-12-20,Consumer
C000250,Kabir Kulkarni,c000250@mail.com,South,Chennai,2024-06-26,Home Office
C000251,Riya Mehta,c000251@mail.com,West,Ahmedabad,2024-11-10,Consumer
C000252,Diya Iyer,c000252@mail.com,West,Pune,2025-02-11,Consumer
C000253,Saanvi Yadav,c000253@mail.com,South,Chennai,2022-03-13,Consumer
C000254,Pooja Sharma,c000254@mail.com,South,Chennai,2022-10-14,Consumer
C000255,Pooja Reddy,c000255@mail.com,South,Hyderabad,2022-06-23,Consumer
C000256,Kiara Malhotra,c000256@mail.com,West,Mumbai,2023-11-12,Home Office
C000257,Kabir Bhat,c000257@mail.com,West,Ahmedabad,2023-05-04,Home Office
C000258,Aarav Jain,c000258@mail.com,North,Jaipur,2022-02-18,Consumer
C000259,Nitya Bhat,c000259@mail.com,North,Chandigarh,2023-11-01,Consumer
C000260,Pooja Patel,c000260@mail.com,East,Patna,2022-05-01,Consumer
C000261,Isha Das,c000261@mail.com,North,Jaipur,2023-05-04,Consumer
C000262,Nitya Reddy,c000262@mail.com,West,Mumbai,2023-03-16,Consumer
C000263,Nitya Chopra,c000263@mail.com,South,Hyderabad,2024-12-08,Consumer
C000264,Riya Das,c000264@mail.com,North,Chandigarh,2024-03-30,Consumer
C000265,Tanvi Bose,c000265@mail.com,Central,Bhopal,2024-01-20,Home Office
C000266,Kabir Bose,c000266@mail.com,North,Chandigarh,2024-09-25,Consumer
C000267,Isha Kulkarni,c000267@mail.com,South,Bengaluru,2022-08-05,Consumer
C000268,Kabir Saxena,c000268@mail.com,North,Delhi,2022-11-04,Consumer
C000269,Diya Roy,c000269@mail.com,North,Jaipur,2024-06-21,Corporate
C000270,Kabir Nair,c000270@mail.com,North,Delhi,2024-06-17,Consumer
C000271,Arjun Malhotra,c000271@mail.com,North,Chandigarh,2022-01-26,Home Office
C000272,Riya Bhat,c000272@mail.com,North,Chandigarh,2022-09-27,Consumer
C000273,Aditya Verma,c000273@mail.com,North,Chandigarh,2022-09-30,Home Office
C000274,Meera Jain,c000274@mail.com,East,Bhubaneswar,2022-01-08,Consumer
C000275,Aditya Khan,c000275@mail.com,West,Ahmedabad,2024-03-04,Corporate
C000276,Diya Verma,c000276@mail.com,South,Chennai,2022-03-07,Home Office
C000277,Isha Jain,c000277@mail.com,South,Chennai,2024-10-06,Consumer
C000278,Riya Roy,c000278@mail.com,East,Kolkata,2023-12-04,Consumer
C000279,Diya Singh,c000279@mail.com,West,Ahmedabad,2024-07-03,Corporate
C000280,Pooja Bhat,c000280@mail.com,West,Pune,2023-08-20,Consumer
C000281,Isha Mehta,c000281@mail.com,North,Delhi,2025-03-10,Consumer
C000282,Saanvi Kulkarni,c000282@mail.com,North,Chandigarh,2022-11-21,Consumer
C000283,Vivaan Bhat,c000283@mail.com,South,Chennai,2023-11-01,Corporate
C000284,Arjun Patel,c000284@mail.com,South,Hyderabad,2022-01-08,Consumer
C000285,Meera Verma,c000285@mail.com,East,Kolkata,2024-09-26,Consumer
C000286,Rohan Iyer,c000286@mail.com,South,Chennai,2023-11-13,Consumer
C000287,Isha Verma,c000287@mail.com,North,Jaipur,2022-07-31,Corporate
C000288,Aditya Chopra,c000288@mail.com,South,Bengaluru,2024-09-08,Corporate
C000289,Rohan Gupta,c000289@mail.com,East,Bhubaneswar,2025-04-02,Consumer
C000290,Vivaan Chopra,c000290@mail.com,North,Jaipur,2022-03-24,Consumer
C000291,Arjun Jain,c000291@mail.com,West,Ahmedabad,2024-10-11,Consumer
C000292,Meera Malhotra,c000292@mail.com,North,Chandigarh,2024-06-02,Consumer
C000293,Diya Jain,c000293@mail.com,Central,Bhopal,2023-03-02,Consumer
C000294,Kiara Sharma,c000294@mail.com,North,Delhi,2024-02-01,Consumer
C000295,Aditya Bose,c000295@mail.com,West,Ahmedabad,2024-07-31,Consumer
C000296,Arjun Bhat,c000296@mail.com,Central,Bhopal,2023-07-30,Consumer
C000297,Isha Singh,c000297@mail.com,Central,Bhopal,2024-03-10,Corporate
C000298,Vivaan Jain,c000298@mail.com,West,Mumbai,2022-02-28,Consumer
C000299,Tanvi Nair,c000299@mail.com,West,Mumbai,2025-01-15,Home Office
C000300,Meera Reddy,c000300@mail.com,West,Ahmedabad,2025-01-13,Consumer
C000301,Kiara Khan,c000301@mail.com,West,Pune,2022-09-10,Consumer
C000302,Kiara Patel,c000302@mail.com,North,Chandigarh,2023-07-27,Consumer
C000303,Pooja Patel,c000303@mail.com,East,Kolkata,2022-10-14,Consumer
C000304,Diya Chopra,c000304@mail.com,East,Bhubaneswar,2023-04-25,Corporate
C000305,Diya Khan,c000305@mail.com,West,Ahmedabad,2022-11-27,Consumer
C000306,Varun Nair,c000306@mail.com,East,Kolkata,2024-10-30,Consumer
C000307,Rohan Khan,c000307@mail.com,South,Chennai,2024-04-13,Home Office
C000308,Nikhil Das,c000308@mail.com,East,Kolkata,2024-10-11,Consumer
C000309,Neha Khan,c000309@mail.com,South,Bengaluru,2024-08-09,Consumer
C000310,Nikhil Nair,c000310@mail.com,North,Jaipur,2024-05-22,Consumer
C000311,Meera Das,c000311@mail.com,East,Patna,2022-07-19,Corporate
C000312,Isha Iyer,c000312@mail.com,South,Hyderabad,2024-09-22,Consumer
C000313,Arjun Khan,c000313@mail.com,South,Bengaluru,2024-07-28,Consumer
C000314,Kiara Verma,c000314@mail.com,South,Hyderabad,2022-05-30,Consumer
C000315,Rahul Bhat,c000315@mail.com,South,Hyderabad,2022-04-16,Corporate
C000316,Isha Khan,c000316@mail.com,South,Hyderabad,2024-07-02,Consumer
C000317,Aditya Saxena,c000317@mail.com,South,Hyderabad,2023-04-14,Corporate
C000318,Arjun Das,c000318@mail.com,West,Mumbai,2023-01-29,Consumer
C000319,Aditya Das,c000319@mail.com,South,Bengaluru,2023-04-21,Home Office
C000320,Tanvi Bhat,c000320@mail.com,Central,Nagpur,2024-11-06,Corporate
C000321,Tanvi Yadav,c000321@mail.com,Central,Indore,2023-03-13,Consumer
C000322,Varun Reddy,c000322@mail.com,East,Bhubaneswar,2023-03-21,Consumer
C000323,Arjun Yadav,c000323@mail.com,South,Chennai,2023-04-25,Corporate
C000324,Rahul Kulkarni,c000324@mail.com,East,Patna,2022-03-07,Consumer
C000325,Aarav Yadav,c000325@mail.com,West,Mumbai,2022-02-14,Consumer
C000326,Rahul Verma,c000326@mail.com,West,Pune,2023-05-13,Home Office
C000327,Tanvi Chopra,c000327@mail.com,West,Mumbai,2022-01-21,Consumer
C000328,Varun Iyer,c000328@mail.com,East,Bhubaneswar,2024-06-27,Corporate
C000329,Tanvi Bhat,c000329@mail.com,East,Kolkata,2023-05-25,Corporate
C000330,Pooja Verma,c000330@mail.com,South,Hyderabad,2023-08-25,Consumer
C000331,Kabir Yadav,c000331@mail.com,West,Mumbai,2023-02-08,Corporate
C000332,Rohan Iyer,c000332@mail.com,North,Delhi,2024-07-05,Home Office
C000333,Tanvi Jain,c000333@mail.com,West,Ahmedabad,2023-05-29,Consumer
C000334,Diya Bose,c000334@mail.com,West,Ahmedabad,2022-02-12,Corporate
